2023-09-28T22:01:34,346391,GET /rate/apollo+13+1995=4
2023-09-28T22:01:34,222428,GET /rate/aimee++jaguar+1999=3
2023-09-28T22:01:34,343423,GET /rate/the+marriage+of+maria+braun+1979=3
2023-09-28T22:01:35,142642,GET /rate/female+trouble+1974=3
2023-09-28T22:01:35,345728,GET /rate/they+might+be+giants+1971=5
2023-09-28T22:01:35,260476,GET /rate/the+princess+bride+1987=4
2023-09-28T22:01:35,94118,GET /rate/the+green+mile+1999=4
2023-09-28T22:01:35,282928,GET /rate/the+dark+knight+2008=4
2023-09-28T22:01:35,280914,GET /rate/beyond+the+fear+2014=4
2023-09-28T22:01:35,52905,GET /rate/interstella+5555+the+5tory+of+the+5ecret+5tar+5ystem+2003=3
2023-09-28T22:01:36,286319,GET /rate/tomcats+2001=2
2023-09-28T22:01:36,246138,GET /rate/close+encounters+of+the+third+kind+1977=5
2023-09-28T22:01:37,265058,GET /rate/spartacus+1960=4
2023-09-28T22:01:37,222743,GET /rate/monty+python+and+the+holy+grail+1975=3
2023-09-28T22:01:37,332132,GET /rate/missing+1982=4
2023-09-28T22:01:37,330337,GET /rate/geronimo+an+american+legend+1993=3
2023-09-28T22:01:37,265761,GET /rate/the+cat+returns+2002=4
2023-09-28T22:01:37,23309,GET /rate/akira+1988=4
2023-09-28T22:01:37,96194,GET /rate/foul+play+1978=4
2023-09-28T22:01:37,140754,GET /rate/chicago+2002=3
2023-09-28T22:01:38,337575,GET /rate/stonehearst+asylum+2014=3
2023-09-28T22:01:38,235454,GET /rate/blancanieves+2012=4
2023-09-28T22:01:39,40861,GET /rate/waterloo+bridge+1940=4
2023-09-28T22:01:39,226073,GET /rate/snowpiercer+2013=4
2023-09-28T22:01:39,190462,GET /rate/pussy+riot+a+punk+prayer+2013=5
2023-09-28T22:01:39,242634,GET /rate/hook+1991=3
2023-09-28T22:01:40,3973,GET /rate/drowning+by+numbers+1988=4
2023-09-28T22:01:40,255112,GET /rate/sleeping+beauty+1959=4
2023-09-28T22:01:40,71802,GET /rate/the+phantom+of+liberty+1974=4
2023-09-28T22:01:40,84157,GET /rate/here+and+elsewhere+1976=3
2023-09-28T22:01:40,270713,GET /rate/dumbo+1941=4
2023-09-28T22:01:41,144745,GET /rate/monster+2003=4
2023-09-28T22:01:41,34638,GET /rate/suspect+zero+2004=4
2023-09-28T22:01:41,147180,GET /rate/42nd+street+1933=5
2023-09-28T22:01:42,258681,GET /rate/whiplash+2014=4
2023-09-28T22:01:43,124717,GET /rate/trophy+wife+2010=4
2023-09-28T22:01:43,41681,GET /rate/willy+wonka++the+chocolate+factory+1971=5
2023-09-28T22:01:43,35646,GET /rate/the+cove+2009=4
2023-09-28T22:01:43,147818,GET /rate/seventh+son+2014=3
2023-09-28T22:01:44,220660,GET /rate/executive+protection+2001=3
2023-09-28T22:01:44,235163,GET /rate/the+quarry+1998=4
2023-09-28T22:01:44,63151,GET /rate/winter+passing+2006=3
2023-09-28T22:01:44,312245,GET /rate/beyond+the+minds+eye+1992=3
2023-09-28T22:01:44,316364,GET /rate/butch+cassidy+and+the+sundance+kid+1969=4
2023-09-28T22:01:44,230970,GET /rate/the+tin+star+1957=4
2023-09-28T22:01:45,301184,GET /rate/sleeping+beauty+1959=4
2023-09-28T22:01:45,147898,GET /rate/idiocracy+2006=3
2023-09-28T22:01:45,344322,GET /rate/the+smart+set+1928=4
2023-09-28T22:01:46,117815,GET /rate/the+rules+of+the+game+1939=4
2023-09-28T22:01:46,217195,GET /rate/castle+in+the+sky+1986=3
2023-09-28T22:01:47,168636,GET /rate/ambush+1999=3
2023-09-28T22:01:47,209928,GET /rate/zuzu+angel+2006=4
2023-09-28T22:01:48,347830,GET /rate/tell-tale+2010=3
2023-09-28T22:01:48,188764,GET /rate/chimes+at+midnight+1965=4
2023-09-28T22:01:48,160200,GET /rate/iron+man+3+2013=5
2023-09-28T22:01:48,346490,GET /rate/hairspray+2007=3
2023-09-28T22:01:48,173086,GET /rate/the+jewel+of+the+nile+1985=4
2023-09-28T22:01:49,149956,GET /rate/whisper+of+the+heart+1995=5
2023-09-28T22:01:50,78978,GET /rate/iron+man+2+2010=4
2023-09-28T22:01:50,159772,GET /rate/galaxy+quest+1999=4
2023-09-28T22:01:51,282553,GET /rate/cinderella+2015=4
2023-09-28T22:01:51,71654,GET /rate/the+way+we+were+1973=4
2023-09-28T22:01:52,232218,GET /rate/godzilla+vs.+mothra+1992=3
2023-09-28T22:01:52,251853,GET /rate/leon+the+professional+1994=4
2023-09-28T22:01:52,18589,GET /rate/the+secret+world+of+arrietty+2010=5
2023-09-28T22:01:53,318781,GET /rate/batman+vs+dracula+2005=3
2023-09-28T22:01:53,130098,GET /rate/the+cincinnati+kid+1965=4
2023-09-28T22:01:53,69049,GET /rate/the+lord+of+the+rings+the+return+of+the+king+2003=4
2023-09-28T22:01:54,55646,GET /rate/the+best+man+1997=4
2023-09-28T22:01:54,57890,GET /rate/keys+to+tulsa+1997=2
2023-09-28T22:01:55,52946,GET /rate/blue+is+the+warmest+color+2013=5
2023-09-28T22:01:55,146932,GET /rate/gladiator+2000=4
2023-09-28T22:01:55,24392,GET /rate/the+gunman+2015=4
2023-09-28T22:01:55,329102,GET /rate/psycho+beach+party+2000=3
2023-09-28T22:01:55,205817,GET /rate/a+grin+without+a+cat+1977=4
2023-09-28T22:01:56,269055,GET /rate/at+the+devils+door+2014=5
2023-09-28T22:01:56,243870,GET /rate/the+snapper+1993=4
2023-09-28T22:01:57,319460,GET /rate/the+tomb+2009=4
2023-09-28T22:01:58,299209,GET /rate/floating+weeds+1959=4
2023-09-28T22:01:58,53658,GET /rate/q++a+1990=4
2023-09-28T22:01:58,317491,GET /rate/close+encounters+of+the+third+kind+1977=4
2023-09-28T22:01:59,163201,GET /rate/fury+2014=5
2023-09-28T22:01:59,72370,GET /rate/eden+2012=5
2023-09-28T22:02,106112,GET /rate/star+wars+1977=3
2023-09-28T22:02,323131,GET /rate/nausica+of+the+valley+of+the+wind+1984=4
2023-09-28T22:02:01,316235,GET /rate/leon+the+professional+1994=5
2023-09-28T22:02:01,133612,GET /rate/the+white+sister+1923=3
2023-09-28T22:02:01,199657,GET /rate/autumn+ball+2007=4
2023-09-28T22:02:01,216775,GET /rate/the+day+the+earth+stood+still+1951=5
2023-09-28T22:02:01,218185,GET /rate/the+hobbit+the+desolation+of+smaug+2013=5
2023-09-28T22:02:02,326199,GET /rate/end+of+watch+2012=3
2023-09-28T22:02:02,43358,GET /rate/revenge+of+the+nerds+1984=4
2023-09-28T22:02:03,152346,GET /rate/big+hero+6+2014=3
2023-09-28T22:02:04,309857,GET /rate/coraline+2009=4
2023-09-28T22:02:05,305397,GET /rate/star+wars+1977=5
2023-09-28T22:02:05,264798,GET /rate/se7en+1995=3
2023-09-28T22:02:06,113564,GET /rate/ruby++quentin+2003=4
2023-09-28T22:02:06,291417,GET /rate/curse+of+the+blair+witch+1999=3
2023-09-28T22:02:06,19882,GET /rate/dawn+of+the+planet+of+the+apes+2014=4
2023-09-28T22:02:07,165345,GET /rate/holes+2003=4
2023-09-28T22:02:07,269929,GET /rate/thor+the+dark+world+2013=4
2023-09-28T22:02:07,323328,GET /rate/the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005=3
2023-09-28T22:02:08,192334,GET /rate/whiplash+2014=5
2023-09-28T22:02:09,230243,GET /rate/strange+voyage+1964=3
2023-09-28T22:02:09,351614,GET /rate/from+russia+with+love+1963=4
2023-09-28T22:02:10,18304,GET /rate/inception+2010=4
2023-09-28T22:02:10,36354,GET /rate/harry+potter+and+the+deathly+hallows+part+2+2011=5
2023-09-28T22:02:10,183898,GET /rate/the+dark+knight+2008=3
2023-09-28T22:02:10,182215,GET /rate/passion+of+love+1981=3
2023-09-28T22:02:11,64271,GET /rate/the+web+of+death+1976=3
2023-09-28T22:02:12,109144,GET /rate/close+encounters+of+the+third+kind+1977=4
2023-09-28T22:02:13,344414,GET /rate/driven+to+kill+2009=4
2023-09-28T22:02:13,308661,GET /rate/oklahoma+1955=3
2023-09-28T22:02:13,273530,GET /rate/blue+like+jazz+2012=4
2023-09-28T22:02:13,136111,GET /rate/her+2013=4
2023-09-28T22:02:13,130065,GET /rate/ice+age+2002=3
2023-09-28T22:02:13,343725,GET /rate/bey+yaar+2014=4
2023-09-28T22:02:14,89224,GET /rate/monsters_+inc.+2001=4
2023-09-28T22:02:14,94330,GET /rate/varg+veum+-+bitter+flowers+2007=3
2023-09-28T22:02:14,305810,GET /rate/salt+of+the+earth+1954=3
2023-09-28T22:02:14,201565,GET /rate/poseidon+2006=4
2023-09-28T22:02:14,95382,GET /rate/brother+can+you+spare+a+dime+1975=3
2023-09-28T22:02:15,65937,GET /rate/four+adventures+of+reinette+and+mirabelle+1987=4
2023-09-28T22:02:16,311699,GET /rate/the+guard+post+2008=4
2023-09-28T22:02:16,14164,GET /rate/secretary+2002=4
2023-09-28T22:02:16,124660,GET /rate/the+desert+fox+the+story+of+rommel+1951=5
2023-09-28T22:02:16,9067,GET /rate/despicable+me+2+2013=4
2023-09-28T22:02:16,270199,GET /rate/the+power+of+nightmares+2004=4
2023-09-28T22:02:17,240892,GET /rate/the+cat+returns+2002=3
2023-09-28T22:02:17,64317,GET /rate/2001+a+space+odyssey+1968=4
2023-09-28T22:02:17,226496,GET /rate/a+spell+to+ward+off+the+darkness+2013=3
2023-09-28T22:02:17,135189,GET /rate/the+sweet+hereafter+1997=4
2023-09-28T22:02:17,91896,GET /rate/interstellar+2014=4
2023-09-28T22:02:18,351399,GET /rate/pirates+of+the+caribbean+dead+mans+chest+2006=4
2023-09-28T22:02:18,154746,GET /rate/dj+vu+2006=3
2023-09-28T22:02:18,171402,GET /rate/call+me+madam+1953=3
2023-09-28T22:02:18,207183,GET /rate/the+shawshank+redemption+1994=5
2023-09-28T22:02:19,94909,GET /rate/ito+diary+of+an+urban+priest+2010=3
2023-09-28T22:02:19,158684,GET /rate/despicable+me+2010=3
2023-09-28T22:02:20,100887,GET /rate/rio+grande+1950=4
2023-09-28T22:02:20,95778,GET /rate/the+eighth+day+1996=3
2023-09-28T22:02:20,209331,GET /rate/frequently+asked+questions+about+time+travel+2009=5
2023-09-28T22:02:21,180528,GET /rate/the+tin+drum+1979=4
2023-09-28T22:02:22,350498,GET /rate/but+im+a+cheerleader+1999=4
2023-09-28T22:02:22,344460,GET /rate/the+little+matchgirl+2006=4
2023-09-28T22:02:22,62888,GET /rate/the+lion+king+1994=4
2023-09-28T22:02:23,329007,GET /rate/the+name+of+the+rose+1986=4
2023-09-28T22:02:23,263994,GET /rate/stray+dog+1949=4
2023-09-28T22:02:24,64579,GET /rate/the+day+the+earth+stood+still+1951=4
2023-09-28T22:02:24,8554,GET /rate/direct+action+2004=4
2023-09-28T22:02:24,272968,GET /rate/tainted+1998=3
2023-09-28T22:02:24,275311,GET /rate/fury+2014=4
2023-09-28T22:02:25,111210,GET /rate/lady+oscar+1979=4
2023-09-28T22:02:25,42718,GET /rate/from+russia+with+love+1963=4
2023-09-28T22:02:25,240045,GET /rate/the+devil+thumbs+a+ride+1947=4
2023-09-28T22:02:27,315855,GET /rate/crows+zero+2007=3
2023-09-28T22:02:27,16400,GET /rate/the+artist+2011=5
2023-09-28T22:02:27,257512,GET /rate/afterwards+2008=3
2023-09-28T22:02:27,332935,GET /rate/p2+2007=3
2023-09-28T22:02:28,227691,GET /rate/red+canyon+2008=3
2023-09-28T22:02:28,43862,GET /rate/the+boy+in+the+striped+pyjamas+2008=5
2023-09-28T22:02:28,96314,GET /rate/stuart+little+1999=4
2023-09-28T22:02:28,137464,GET /rate/forbidden+games+1952=4
2023-09-28T22:02:28,65420,GET /rate/axed+2012=4
2023-09-28T22:02:28,62980,GET /rate/peter+pan+1953=5
2023-09-28T22:02:29,274583,GET /rate/cheeky+2000=4
2023-09-28T22:02:29,347175,GET /rate/all+the+presidents+men+1976=4
2023-09-28T22:02:29,14483,GET /rate/walk+softly_+stranger+1950=5
2023-09-28T22:02:30,235319,GET /rate/star+wars+1977=5
2023-09-28T22:02:30,149257,GET /rate/kwaidan+1964=5
2023-09-28T22:02:31,290572,GET /rate/the+shawshank+redemption+1994=5
2023-09-28T22:02:32,38424,GET /rate/attack+from+space+1965=4
2023-09-28T22:02:32,149865,GET /rate/thor+the+dark+world+2013=4
2023-09-28T22:02:33,87459,GET /rate/the+war+on+democracy+2007=4
2023-09-28T22:02:34,272226,GET /rate/constantine+2005=4
2023-09-28T22:02:35,240158,GET /rate/the+challenger+2013=3
2023-09-28T22:02:36,106796,GET /rate/music+in+the+air+1934=3
2023-09-28T22:02:36,197857,GET /rate/iron+man+3+2013=4
2023-09-28T22:02:36,345390,GET /rate/wreck-it+ralph+2012=4
2023-09-28T22:02:36,86469,GET /rate/the+secret+country+the+first+australians+fight+back+1986=3
2023-09-28T22:02:36,237144,GET /rate/blackboards+2000=4
2023-09-28T22:02:36,51702,GET /rate/as+i+was+moving+ahead+occasionally+i+saw+brief+glimpses+of+beauty+2000=5
2023-09-28T22:02:37,146849,GET /rate/the+ladykillers+2004=3
2023-09-28T22:02:37,208413,GET /rate/the+secret+world+of+arrietty+2010=4
2023-09-28T22:02:37,313488,GET /rate/robots+2005=5
2023-09-28T22:02:38,203366,GET /rate/pom+poko+1994=4
2023-09-28T22:02:40,78813,GET /rate/destry+rides+again+1939=4
2023-09-28T22:02:40,317241,GET /rate/party+monster+2003=4
2023-09-28T22:02:41,66989,GET /rate/ice+age+continental+drift+2012=3
2023-09-28T22:02:42,262700,GET /rate/brave+2012=5
2023-09-28T22:02:42,111919,GET /rate/an+unfinished+life+2005=4
2023-09-28T22:02:42,318946,GET /rate/the+green+mile+1999=5
2023-09-28T22:02:42,103648,GET /rate/fantasia+1940=4
2023-09-28T22:02:42,108154,GET /rate/pumping+iron+1977=5
2023-09-28T22:02:43,112091,GET /rate/he+ran+all+the+way+1951=4
2023-09-28T22:02:43,55875,GET /rate/confidence+2003=4
2023-09-28T22:02:43,36602,GET /rate/as+good+as+it+gets+1997=4
